Designator,Val,Package,Mid X,Mid Y,Rotation,Layer
R41,4.7k,R_1206_3216Metric,130.151804,-105.896534,-90.0,top
SW1,SW_Push,XKB switch jlcpcb SW_TS-1187A-B-A-B,79.976804,-53.059034,180.0,top
SW2,SW_Push,B3F-4055,80.976804,-110.059034,0.0,top
SW3,SW_Push,B3F-4055,65.476804,-110.059034,0.0,top
SW4,SW_Push,B3F-4055,65.476804,-123.559034,0.0,top
SW5,SW_Push,B3F-4055,80.976804,-123.559034,0.0,top
SW6,SW_Push,XKB switch jlcpcb SW_TS-1187A-B-A-B,153.921805,-84.559033,90.0,top
SW8,DIP red power source,dip switch XKB DS-04,140.116804,-88.464034,0.0,top
SW9,DIP red power source,dip switch XKB DS-06RP,128.326804,-59.249034,180.0,top
SW10,DIP red power source,dip switch XKB DS-04,126.116804,-88.464034,0.0,top
U1,PCM5102A,TSSOP-20_4.4x6.5mm_P0.65mm,83.576804,-76.559034,0.0,top
U2,Teensy4.1_LEFT,PinSocket_1x20_P2.54mm_Vertical,195.026804,-88.379034,180.0,top
U3,Teensy4.1_RIGHT,PinSocket_1x20_P2.54mm_Vertical,179.786804,-88.379034,180.0,top
U4,"MPR121, 0x5A",UQFN-20_3x3mm_P0.4mm,146.376804,-125.909034,-90.0,top
U7,TLV75733PDBV,SOT-23-5,83.176804,-81.959034,180.0,top
U8,6N138,DIP-8_W7.62mm,86.576804,-100.159034,180.0,top
U16,APCI0108-P001A Teensy_4.0_MicroMod,21992304,150.864304,-61.859034,90.0,top
U17,TLV75733PDBV,SOT-23-5,117.726804,-55.059034,180.0,top
U19,TLV75733PDBV,SOT-23-5,118.839304,-98.509034,0.0,top
